City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
273,Fort Nelson,CA,2021-10-09 02:27:30,58.8053,-122.7002,49.59,43,75,5.75
274,Verkhniy Ufaley,RU,2021-10-09 02:27:30,56.0567,60.2306,32.88,85,47,7.58
275,Bentiu,SS,2021-10-09 02:27:30,9.2333,29.8333,73.81,88,74,3.96
276,Inhambane,MZ,2021-10-09 02:27:31,-23.865,35.3833,69.26,74,0,7.87
277,Wanaka,NZ,2021-10-09 02:19:24,-44.7,169.15,54.93,64,93,1.12
278,Srivardhan,IN,2021-10-09 02:27:31,18.0333,73.0167,78.1,90,74,6.78
279,Porbandar,IN,2021-10-09 02:27:32,21.6422,69.6093,80.58,94,20,4.61
280,Mawlamyine,MM,2021-10-09 02:27:32,16.4914,97.6256,80.53,84,90,4.05
281,Kagadi,UG,2021-10-09 02:27:32,0.9606,30.7967,62.64,97,77,1.36
282,Bezhta,RU,2021-10-09 02:27:33,42.1338,46.1283,28.83,92,77,1.36
283,Chemainus,CA,2021-10-09 02:26:23,48.9163,-123.7194,51.6,83,1,3.44
284,Andradina,BR,2021-10-09 02:27:33,-20.8961,-51.3794,77.85,54,100,6.8
285,Mehamn,NO,2021-10-09 02:27:34,71.0357,27.8492,36.7,72,100,9.78
286,Tazovskiy,RU,2021-10-09 02:27:34,67.4667,78.7,33.73,91,100,15.01
287,Hirara,JP,2021-10-09 02:25:45,24.8,125.2833,87.66,70,20,16.11
288,Kenora,CA,2021-10-09 02:27:34,49.8167,-94.4337,63.57,94,90,3.44
289,Bavly,RU,2021-10-09 02:27:35,54.393,53.2602,35.96,75,6,3.24
290,Ankang,CN,2021-10-09 02:27:35,32.68,109.0172,67.66,78,100,2.06
291,Gat,IL,2021-10-09 02:27:35,31.61,34.7642,72.39,69,0,4.23
292,Carnarvon,AU,2021-10-09 02:23:58,-24.8667,113.6333,69.87,46,0,23.02
293,Olinda,BR,2021-10-09 02:27:36,-8.0089,-34.8553,80.33,78,40,9.22
294,Tiznit,MA,2021-10-09 02:27:36,29.5833,-9.5,62.08,63,100,1.36
295,Rapid Valley,US,2021-10-09 02:27:37,44.0625,-103.1463,68.2,68,90,6.91
296,Lenger,KZ,2021-10-09 02:27:37,42.183,69.8839,44.04,91,100,7.36
297,Den Helder,NL,2021-10-09 02:27:37,52.9599,4.7593,53.98,90,5,5.99
298,Voh,NC,2021-10-09 02:27:38,-20.9667,164.7,80.28,50,0,12.03
299,Vostok,RU,2021-10-09 02:27:38,46.4856,135.8833,54.27,41,56,4.34
300,Yatou,CN,2021-10-09 02:27:38,37.15,122.3833,73.45,82,90,12.66
301,Killarney,IE,2021-10-09 02:27:39,52.05,-9.5167,59.32,99,100,5.7
302,Tuntum,BR,2021-10-09 02:27:39,-5.2581,-44.6489,80.98,60,53,4.85
303,Itacare,BR,2021-10-09 02:27:39,-14.2775,-38.9967,74.26,84,9,5.7
304,Homer,US,2021-10-09 02:27:40,59.6425,-151.5483,47.8,79,75,0.0
305,Qaanaaq,GL,2021-10-09 02:23:40,77.484,-69.3632,18.99,74,78,8.79
306,San Patricio,US,2021-10-09 02:23:37,28.017,-97.5169,78.89,65,11,6.98
307,Sur,OM,2021-10-09 02:27:40,22.5667,59.5289,82.18,48,1,5.86
308,Humaita,BR,2021-10-09 02:27:41,-7.5061,-63.0208,73.94,92,59,2.66
309,Sao Jose Do Campestre,BR,2021-10-09 02:27:41,-6.3156,-35.7139,79.36,88,100,5.53
310,Khasan,RU,2021-10-09 02:27:41,42.4308,130.6434,63.88,59,100,12.28
311,Henties Bay,NA,2021-10-09 02:27:41,-22.116,14.2845,53.85,91,0,8.79
312,Hualmay,PE,2021-10-09 02:27:42,-11.0964,-77.6139,62.82,90,50,12.62
313,Penzance,GB,2021-10-09 02:27:42,50.1186,-5.5371,56.77,91,100,10.89
314,Port Augusta,AU,2021-10-09 02:27:42,-32.5,137.7667,88.7,31,8,16.8
315,Lakatoro,VU,2021-10-09 02:27:43,-16.0999,167.4164,81.41,74,99,13.29
316,Saint-Augustin,CA,2021-10-09 02:25:34,51.226,-58.6502,39.51,80,22,7.18
317,Rundu,NA,2021-10-09 02:27:43,-17.9333,19.7667,70.74,46,3,1.32
318,Danjiangkou,CN,2021-10-09 02:27:44,32.5428,111.5086,61.79,82,100,4.29
319,New Norfolk,AU,2021-10-09 02:27:44,-42.7826,147.0587,59.76,65,97,1.99
320,Sulangan,PH,2021-10-09 02:27:44,11.1373,123.7228,81.99,74,100,8.75
321,Santa Rosa De Viterbo,BR,2021-10-09 02:27:45,-21.4728,-47.3631,72.07,77,77,3.4
322,Port Hedland,AU,2021-10-09 02:27:45,-20.3167,118.5667,87.85,37,0,8.05
323,Mana,GF,2021-10-09 02:27:45,5.6592,-53.7767,80.31,83,98,10.49
324,Svetlogorsk,BY,2021-10-09 02:27:46,52.6333,29.7333,35.71,83,0,5.77
325,Nemuro,JP,2021-10-09 02:27:46,43.3236,145.575,68.43,67,0,8.81
326,Beringovskiy,RU,2021-10-09 02:27:46,63.05,179.3167,32.74,97,100,17.13
327,Mildura,AU,2021-10-09 02:27:47,-34.2,142.15,85.06,11,10,11.5
328,Vardo,NO,2021-10-09 02:27:47,70.3705,31.1107,37.99,64,100,5.17
329,Tingo Maria,PE,2021-10-09 02:27:47,-9.2895,-76.0088,69.71,93,63,2.21
330,Chinsali,ZM,2021-10-09 02:27:48,-10.5414,32.0816,63.63,49,24,3.71
331,Salalah,OM,2021-10-09 02:24:06,17.0151,54.0924,78.89,78,20,3.44
332,Casper,US,2021-10-09 02:25:07,42.8666,-106.3131,58.01,76,90,5.01
333,Palana,RU,2021-10-09 02:27:48,59.1167,159.9667,35.19,59,34,13.24
334,Salinopolis,BR,2021-10-09 02:27:49,-0.6136,-47.3561,79.48,87,36,8.79
335,Manali,IN,2021-10-09 02:27:49,13.1667,80.2667,82.49,74,100,10.54
336,Port-Gentil,GA,2021-10-09 02:27:50,-0.7193,8.7815,78.06,89,100,16.37
337,Carutapera,BR,2021-10-09 02:27:50,-1.195,-46.02,78.37,85,80,5.59
338,Tanete,ID,2021-10-09 02:27:50,-3.9443,119.7848,87.93,59,91,9.64
339,Joshimath,IN,2021-10-09 02:27:51,30.5667,79.5667,65.57,48,0,0.83
340,Shimoda,JP,2021-10-09 02:27:51,34.6667,138.95,77.36,70,35,11.52
341,Takoradi,GH,2021-10-09 02:27:51,4.8845,-1.7554,77.13,91,99,6.55
342,Ixtapa,MX,2021-10-09 02:27:52,20.7,-105.2,87.03,79,90,5.75
343,Omboue,GA,2021-10-09 02:27:52,-1.5746,9.2618,77.07,90,100,9.28
344,Nortelandia,BR,2021-10-09 02:27:52,-14.4547,-56.8028,75.67,87,82,1.63
345,Bilma,NE,2021-10-09 02:27:53,18.6853,12.9164,77.67,21,69,0.89
346,Cairns,AU,2021-10-09 02:27:53,-16.9167,145.7667,90.95,53,40,11.5
347,Shuangcheng,CN,2021-10-09 02:27:53,45.35,126.2833,62.28,62,100,11.54
348,Quelimane,MZ,2021-10-09 02:27:54,-17.8786,36.8883,64.63,81,0,4.32
349,Ucluelet,CA,2021-10-09 02:27:24,48.9329,-125.5528,53.1,81,22,4.85
350,Kingisepp,RU,2021-10-09 02:27:54,59.3733,28.6134,45.88,68,100,6.46
351,Eregli,TR,2021-10-09 02:27:54,37.5133,34.0467,52.92,35,1,1.05
352,Beyneu,KZ,2021-10-09 02:27:55,45.3167,55.2,42.33,46,12,8.99
353,Karanganyar,ID,2021-10-09 02:27:55,-6.7072,111.0834,87.66,51,87,6.24
354,Tingi,TZ,2021-10-09 02:27:55,-11.3,35.0333,63.63,55,5,2.55
355,Villarrica,PY,2021-10-09 02:27:56,-25.75,-56.4333,70.5,99,81,4.79
356,Atambua,ID,2021-10-09 02:27:56,-9.1061,124.8925,88.29,41,16,2.26
357,Payo,ID,2021-10-09 02:27:56,-3.7508,103.6372,85.68,63,15,0.4
358,Ous,RU,2021-10-09 02:27:57,60.9058,61.5186,38.23,73,100,8.19
359,Buala,SB,2021-10-09 02:25:32,-8.145,159.5921,84.94,71,92,6.33
360,Shemonaikha,KZ,2021-10-09 02:27:57,50.6328,81.9056,36.0,84,11,6.06
361,Oksbol,DK,2021-10-09 02:27:57,55.6268,8.2876,50.92,94,68,8.81
362,Kulhudhuffushi,MV,2021-10-09 02:27:58,6.6221,73.07,83.03,78,39,17.18
363,Port Hawkesbury,CA,2021-10-09 02:27:58,45.6169,-61.3485,51.58,88,48,10.16
364,Aykino,RU,2021-10-09 02:27:58,62.2248,49.9922,37.94,82,100,6.02
365,Qasigiannguit,GL,2021-10-09 02:27:59,68.8193,-51.1922,25.05,75,28,5.95
366,Balkanabat,TM,2021-10-09 02:27:59,39.5108,54.3671,50.22,32,0,0.54
367,Hay River,CA,2021-10-09 02:27:59,60.8156,-115.7999,46.38,61,75,9.22
368,Broken Hill,AU,2021-10-09 02:27:59,-31.95,141.4333,83.91,13,0,8.05
369,Los Llanos De Aridane,ES,2021-10-09 02:28:00,28.6585,-17.9182,67.75,76,0,9.22
370,Cabo San Lucas,MX,2021-10-09 02:25:06,22.8909,-109.9124,88.11,51,1,6.91
371,Gunnedah,AU,2021-10-09 02:28:01,-30.9833,150.25,82.02,40,0,4.0
372,Ramygala,LT,2021-10-09 02:28:01,55.5167,24.3,28.62,74,4,3.6
373,Ca Mau,VN,2021-10-09 02:28:01,9.1769,105.15,82.96,83,92,11.99
374,Srednekolymsk,RU,2021-10-09 02:28:02,67.45,153.6833,20.53,76,70,3.04
375,Westport,US,2021-10-09 02:28:02,41.1415,-73.3579,68.14,87,90,8.99
376,Olafsvik,IS,2021-10-09 02:28:03,64.8945,-23.7142,45.09,91,100,19.1
377,Nador,MA,2021-10-09 02:28:03,35.174,-2.9287,66.45,88,75,0.0
378,Bardiyah,LY,2021-10-09 02:28:04,31.7561,25.0865,71.98,47,0,4.45
379,Auki,SB,2021-10-09 02:28:04,-8.7676,160.7034,87.62,61,53,2.08
380,Kaeo,NZ,2021-10-09 02:28:04,-35.1,173.7833,69.33,53,98,9.04
381,Lorengau,PG,2021-10-09 02:24:06,-2.0226,147.2712,85.86,61,99,8.34
382,Innoshima,JP,2021-10-09 02:28:05,34.2833,133.1833,83.08,74,1,9.22
383,Fairview,US,2021-10-09 02:28:05,40.8126,-73.999,69.03,75,1,5.75
384,Buxar,IN,2021-10-09 02:28:06,25.5833,83.9833,77.97,67,0,2.73
385,Urucara,BR,2021-10-09 02:28:06,-2.5364,-57.76,77.5,81,66,2.15
386,Camacha,PT,2021-10-09 02:28:06,33.0833,-16.3333,68.76,68,75,9.22
387,Andros Town,BS,2021-10-09 02:28:07,24.7,-77.7667,80.56,68,98,8.79
388,Thanesar,IN,2021-10-09 02:28:07,29.9833,76.8167,74.8,60,0,1.88
389,Kristiinankaupunki,FI,2021-10-09 02:28:08,62.2743,21.376,49.15,97,97,6.11
390,Acapulco,MX,2021-10-09 02:24:15,16.8634,-99.8901,84.02,84,90,2.3
391,Kudahuvadhoo,MV,2021-10-09 02:28:08,2.6708,72.8944,84.02,67,100,11.48
392,Viedma,AR,2021-10-09 02:28:08,-40.8135,-62.9967,55.72,50,0,17.43
393,Maloy,NO,2021-10-09 02:28:09,61.9353,5.1136,60.06,92,100,7.0
394,Madimba,TZ,2021-10-09 02:28:09,-10.4,40.3333,71.2,84,4,5.17
395,Valparaiso,CL,2021-10-09 02:23:28,-33.0393,-71.6273,51.44,76,0,3.44
396,Acajutla,SV,2021-10-09 02:28:10,13.5928,-89.8275,81.05,81,100,2.13
397,Svarstad,NO,2021-10-09 02:28:10,59.399,9.9698,58.71,59,100,1.68
398,Ketchikan,US,2021-10-09 02:28:11,55.3422,-131.6461,46.87,93,90,14.97
399,Tucuma,BR,2021-10-09 02:28:11,-0.1833,-50.05,78.06,86,97,6.2
400,Grenaa,DK,2021-10-09 02:28:11,56.4158,10.8783,52.02,97,77,6.04
401,Prince Albert,CA,2021-10-09 02:28:12,53.2001,-105.7677,40.95,81,1,6.91
402,Pisco,PE,2021-10-09 02:24:15,-13.7,-76.2167,63.01,82,20,10.36
403,Mendi,PG,2021-10-09 02:28:12,-6.1761,143.6513,65.93,87,81,2.17
404,Gold Coast,AU,2021-10-09 02:28:12,-28.0,153.4333,86.23,69,5,3.0
405,Sakaiminato,JP,2021-10-09 02:28:13,35.55,133.2333,80.53,73,40,16.11
406,Netrakona,BD,2021-10-09 02:28:13,24.8833,90.7167,82.24,77,1,6.2
407,Tigil,RU,2021-10-09 02:28:14,57.8,158.6667,35.24,96,100,7.43
408,Sioux Lookout,CA,2021-10-09 02:28:14,50.1001,-91.917,64.78,82,90,5.75
409,Kargopol,RU,2021-10-09 02:28:14,61.5071,38.9456,44.92,90,100,7.76
410,Cassilandia,BR,2021-10-09 02:28:15,-19.1133,-51.7342,80.29,54,84,3.91
411,Phek,IN,2021-10-09 02:28:15,25.6667,94.5,62.91,91,28,0.83
412,Union,US,2021-10-09 02:28:15,40.6334,-74.2663,69.69,85,75,4.61
413,Ostrovnoy,RU,2021-10-09 02:23:37,68.0531,39.5131,36.03,86,100,5.39
414,Hervey Bay,AU,2021-10-09 02:28:16,-25.2986,152.8535,81.03,66,0,9.53
415,Necochea,AR,2021-10-09 02:28:16,-38.5473,-58.7368,45.03,85,9,10.11
416,Chara,RU,2021-10-09 02:28:17,56.9064,118.2631,36.03,55,21,2.91
417,Marystown,CA,2021-10-09 02:28:17,47.1666,-55.1483,46.85,100,79,10.0
418,Baruun-Urt,MN,2021-10-09 02:28:17,46.6806,113.2792,46.92,74,100,2.55
419,Grindavik,IS,2021-10-09 02:28:18,63.8424,-22.4338,48.15,93,75,12.66
420,Klaksvik,FO,2021-10-09 02:28:18,62.2266,-6.589,50.92,98,100,12.35
421,Tromso,NO,2021-10-09 02:27:58,69.6496,18.957,36.37,87,75,1.14
422,Goderich,CA,2021-10-09 02:28:18,43.7501,-81.7165,65.91,88,43,11.5
423,Panique,PH,2021-10-09 02:28:19,12.4797,122.0153,82.63,80,100,5.86
424,Honningsvag,NO,2021-10-09 02:28:19,70.9821,25.9704,38.43,73,100,14.72
425,Katyuzhanka,UA,2021-10-09 02:28:20,50.806,30.1376,39.54,63,93,7.4
426,Port Elizabeth,ZA,2021-10-09 02:28:20,-33.918,25.5701,63.1,82,0,17.27
427,Ayorou,NE,2021-10-09 02:28:20,14.7308,0.9174,87.91,15,72,9.15
428,Dawson Creek,CA,2021-10-09 02:28:21,55.7666,-120.2362,43.95,61,1,9.22
429,Turayf,SA,2021-10-09 02:28:21,31.6725,38.6637,66.45,32,0,16.11
430,Luderitz,NA,2021-10-09 02:28:21,-26.6481,15.1594,55.35,62,21,11.12
431,Ternate,ID,2021-10-09 02:28:22,0.8,127.4,84.34,74,33,7.16
432,Paamiut,GL,2021-10-09 02:28:22,61.994,-49.6678,35.06,62,0,5.5
433,Mercedes,AR,2021-10-09 02:26:10,-34.6515,-59.4307,55.85,67,48,7.16
434,Kungurtug,RU,2021-10-09 02:28:22,50.5994,97.5228,27.19,69,51,0.74
435,Arroyo,ES,2021-10-09 02:28:23,41.6096,-4.7969,51.6,63,0,6.91
436,Zeya,RU,2021-10-09 02:28:23,53.75,127.2667,42.39,66,100,4.03
437,Cap Malheureux,MU,2021-10-09 02:28:24,-19.9842,57.6142,70.29,78,5,5.01
438,Juneau,US,2021-10-09 02:25:16,58.3019,-134.4197,44.6,94,90,4.0
439,Hovd,MN,2021-10-09 02:28:24,48.0056,91.6419,33.69,35,5,2.46
440,Byron Bay,AU,2021-10-09 02:28:24,-28.65,153.6167,82.51,60,0,9.86
441,Yongan,CN,2021-10-09 02:28:25,39.6957,113.6871,52.39,87,100,2.84
442,Swan River,CA,2021-10-09 02:28:25,52.1058,-101.2676,44.49,76,1,2.3
443,Kumluca,TR,2021-10-09 02:28:25,36.3703,30.2869,70.68,56,0,2.26
444,Imbituba,BR,2021-10-09 02:28:26,-28.24,-48.6703,64.81,90,100,11.03
445,Motygino,RU,2021-10-09 02:28:26,58.1831,94.7592,37.85,97,100,12.46
446,Merrill,US,2021-10-09 02:28:26,45.1805,-89.6835,65.97,96,90,0.0
447,Inuvik,CA,2021-10-09 02:23:33,68.3499,-133.7218,32.86,86,90,9.22
448,Coquimbo,CL,2021-10-09 02:28:27,-29.9533,-71.3436,55.13,82,0,1.14
449,Chernyshevskiy,RU,2021-10-09 02:28:27,63.0128,112.4714,33.53,91,100,13.4
450,Savannah Bight,HN,2021-10-09 02:28:27,16.45,-85.85,82.99,73,81,16.4
451,Northam,GB,2021-10-09 02:28:28,51.0333,-4.2167,59.4,95,97,6.49
452,Polczyn-Zdroj,PL,2021-10-09 02:28:28,53.7642,16.0957,42.91,61,0,7.07
453,Longkou,CN,2021-10-09 02:28:29,37.6508,120.3286,69.1,91,99,6.24
454,Mayumba,GA,2021-10-09 02:28:29,-3.432,10.6554,77.0,91,95,7.43
455,Nishihara,JP,2021-10-09 02:28:30,26.1842,127.7558,85.28,77,75,14.97
456,Tautira,PF,2021-10-09 02:28:30,-17.7333,-149.15,82.42,71,68,2.06
457,Ilulissat,GL,2021-10-09 02:28:30,69.2167,-51.1,24.82,39,53,13.8
458,Sochi,RU,2021-10-09 02:28:30,43.6,39.7303,53.69,69,100,5.21
459,Port Lincoln,AU,2021-10-09 02:24:08,-34.7333,135.8667,61.14,60,97,15.1
460,Taoudenni,ML,2021-10-09 02:28:31,22.6783,-3.9836,86.65,11,61,3.53
461,Moron,AR,2021-10-09 02:28:31,-34.6534,-58.6198,57.96,62,7,4.0
462,Kaputa,ZM,2021-10-09 02:28:32,-8.4689,29.6619,74.95,47,23,2.53
463,Shahrud,IR,2021-10-09 02:28:32,36.4182,54.9763,44.6,77,17,8.16
464,Sangamner,IN,2021-10-09 02:28:32,19.5667,74.2167,76.59,81,96,3.85
465,Polunochnoye,RU,2021-10-09 02:28:33,60.8697,60.4153,36.99,72,100,7.4
466,Libreville,GA,2021-10-09 02:28:33,0.3925,9.4537,76.95,90,100,5.39
467,Yarmouth,US,2021-10-09 02:28:33,41.7057,-70.2286,63.09,87,90,3.0
468,Verkhnyaya Maksakovka,RU,2021-10-09 02:28:34,61.635,50.9674,39.22,81,90,4.47
469,Vung Tau,VN,2021-10-09 02:27:49,10.346,107.0843,81.79,81,99,17.69
470,Garissa,KE,2021-10-09 02:28:34,-0.4536,39.6401,75.36,80,16,13.09
471,Nogliki,RU,2021-10-09 02:28:35,51.8333,143.1667,48.81,45,82,15.41
472,Rocha,UY,2021-10-09 02:28:35,-34.4833,-54.3333,43.32,78,51,3.89
473,Suhindol,BG,2021-10-09 02:28:35,43.1917,25.1811,46.67,89,100,6.85
474,Hemsedal,NO,2021-10-09 02:28:36,60.8629,8.5534,55.22,95,100,2.77
475,Portland,US,2021-10-09 02:27:39,45.5234,-122.6762,56.59,75,20,1.01
476,Impfondo,CG,2021-10-09 02:28:36,1.6381,18.0667,71.38,91,100,1.68
477,Rajauri,IN,2021-10-09 02:28:36,33.3833,74.3,67.69,38,0,6.06
478,Vila Velha,BR,2021-10-09 02:26:12,-20.3297,-40.2925,69.75,83,90,6.91
479,Labuhan,ID,2021-10-09 02:28:37,-6.8844,112.2051,87.19,52,63,6.69
480,Kargasok,RU,2021-10-09 02:28:37,59.0556,80.8572,39.22,82,100,15.23
481,Rio Grande,BR,2021-10-09 02:28:38,-32.035,-52.0986,61.95,73,99,13.58
482,Carupano,VE,2021-10-09 02:24:50,10.6678,-63.2585,78.22,90,28,5.23
483,Lethem,GY,2021-10-09 02:28:38,3.3803,-59.7968,77.14,87,100,3.71
484,Inndyr,NO,2021-10-09 02:28:39,67.0338,14.0276,51.84,89,100,10.07
485,Barcelos,PT,2021-10-09 02:28:39,41.5388,-8.6151,63.91,78,100,1.83
486,Russell,US,2021-10-09 02:28:39,32.3502,-85.1999,73.0,90,1,0.0
487,Khash,IR,2021-10-09 02:28:40,28.2211,61.2158,62.67,24,0,4.03
488,Inongo,CD,2021-10-09 02:28:40,-1.95,18.2667,72.27,91,8,1.88
489,Akyab,MM,2021-10-09 02:28:40,20.15,92.9,82.18,82,11,4.14
490,Beboto,TD,2021-10-09 02:28:42,8.2668,16.939,72.14,94,77,3.71
491,Benin,BJ,2021-10-09 02:28:42,9.5,2.25,74.37,90,100,4.05
492,Abu Dhabi,AE,2021-10-09 02:24:28,24.4667,54.3667,87.82,84,20,0.0
493,Zhaotong,CN,2021-10-09 02:28:43,27.3167,103.7167,56.53,95,100,5.06
494,Krabi,TH,2021-10-09 02:28:43,8.0726,98.9105,82.98,89,40,6.91
495,Queimadas,BR,2021-10-09 02:28:43,-10.9783,-39.6264,72.93,72,78,10.13
496,Neiafu,TO,2021-10-09 02:28:44,-18.65,-173.9833,83.08,69,20,9.22
497,Santa Marta De Tormes,ES,2021-10-09 02:28:44,40.9506,-5.6272,56.86,57,36,0.0
498,Lazo,RU,2021-10-09 02:28:44,43.3817,133.9014,63.09,43,18,4.97
499,Xining,CN,2021-10-09 02:28:45,36.6167,101.7667,42.19,69,92,5.59
500,Solnechnyy,RU,2021-10-09 02:28:45,50.7214,136.6319,50.52,36,100,5.26
501,Buribay,RU,2021-10-09 02:28:45,51.9617,58.1592,39.24,60,0,4.41
502,Kolodeznyy,RU,2021-10-09 02:28:46,51.3333,39.1833,29.21,64,21,3.94
503,Waipawa,NZ,2021-10-09 02:28:46,-41.4122,175.5153,59.63,68,95,10.13
504,Show Low,US,2021-10-09 02:26:13,34.2542,-110.0298,65.08,45,1,10.36
505,Xique-Xique,BR,2021-10-09 02:28:47,-10.8218,-42.7263,82.56,40,9,15.82
506,Jian,CN,2021-10-09 02:28:47,27.1172,114.9793,72.21,86,100,7.11
507,Eltham,NZ,2021-10-09 02:28:47,-39.4292,174.3,58.17,81,37,11.99
508,Bethel,US,2021-10-09 02:28:48,41.3712,-73.414,66.02,90,40,4.61
509,Mayo,US,2021-10-09 02:28:48,38.8876,-76.5119,71.55,84,1,4.0
510,Biak,ID,2021-10-09 02:28:48,-0.9131,122.8766,83.59,66,9,6.31
511,Saint-Francois,FR,2021-10-09 02:28:49,46.4154,3.9054,44.67,100,90,2.3
512,San Luis,AR,2021-10-09 02:28:49,-33.295,-66.3356,55.33,59,73,5.59
513,Tuy Hoa,VN,2021-10-09 02:28:49,13.0833,109.3,80.37,76,100,12.66
514,Omsukchan,RU,2021-10-09 02:28:50,62.5333,155.8,22.71,73,55,2.68
515,Machali,CL,2021-10-09 02:28:50,-34.1833,-70.6667,49.3,80,0,1.92
516,Magadan,RU,2021-10-09 02:28:50,59.5667,150.8,35.17,61,6,1.7
517,Maldonado,UY,2021-10-09 02:28:51,-34.6667,-54.9167,47.59,71,94,5.14
518,Tibacuy,CO,2021-10-09 02:28:51,4.3511,-72.4564,74.26,90,39,4.99
519,Manvi,IN,2021-10-09 02:28:52,15.9833,77.05,75.56,86,100,7.85
520,Zhigansk,RU,2021-10-09 02:28:52,66.7697,123.3711,28.49,96,100,23.29
521,Namibe,AO,2021-10-09 02:28:52,-15.1961,12.1522,64.38,75,42,7.11
522,Port-Cartier,CA,2021-10-09 02:28:53,50.0334,-66.8654,28.62,65,7,1.99
523,Mount Isa,AU,2021-10-09 02:28:53,-20.7333,139.5,98.37,11,2,10.36
524,Ampanihy,MG,2021-10-09 02:28:53,-24.7,44.75,61.92,61,84,7.67
525,Upata,VE,2021-10-09 02:28:54,8.0086,-62.3989,75.2,93,100,3.18
526,Teacapan,MX,2021-10-09 02:28:54,22.55,-105.75,83.03,85,5,6.13
527,Marakkanam,IN,2021-10-09 02:28:54,12.2,79.95,82.09,76,100,12.44
528,Puerto Escondido,MX,2021-10-09 02:28:55,15.85,-97.0667,80.62,78,100,4.9
529,Gilgit,PK,2021-10-09 02:28:55,35.9221,74.3087,67.51,37,25,1.74
530,Khvoynaya,RU,2021-10-09 02:28:55,58.9,34.5333,39.11,75,100,6.89
531,Jardim,BR,2021-10-09 02:28:56,-21.4803,-56.1381,79.7,61,100,4.56
532,Novikovo,RU,2021-10-09 02:28:56,51.1537,37.8879,35.31,62,0,5.23
533,Curico,CL,2021-10-09 02:28:21,-34.9833,-71.2333,51.91,76,0,3.44
534,Chapais,CA,2021-10-09 02:28:57,49.7834,-74.8492,51.58,91,66,6.31
535,Shepsi,RU,2021-10-09 02:28:57,44.0361,39.1489,56.7,73,100,8.34
536,Tiksi,RU,2021-10-09 02:28:57,71.6872,128.8694,24.76,69,100,12.24
537,Nouakchott,MR,2021-10-09 02:28:58,18.0858,-15.9785,78.73,68,100,6.38
538,Opuwo,NA,2021-10-09 02:28:58,-18.0607,13.84,66.85,29,4,2.51
539,Rio Gallegos,AR,2021-10-09 02:28:58,-51.6226,-69.2181,39.25,56,0,5.75
540,Moranbah,AU,2021-10-09 02:28:59,-22.0016,148.0466,90.3,24,2,13.8
541,Kurilsk,RU,2021-10-09 02:28:59,45.2333,147.8833,54.7,60,0,12.86
542,Sadat,IN,2021-10-09 02:29:00,25.6833,83.2833,78.89,64,0,2.75
543,Luanda,AO,2021-10-09 02:29:00,-8.8368,13.2343,73.27,81,60,7.0
544,Seybaplaya,MX,2021-10-09 02:29:00,19.65,-90.6667,80.44,83,92,13.76
545,Rawson,AR,2021-10-09 02:29:01,-43.3002,-65.1023,63.28,32,80,5.7
546,Qeshm,IR,2021-10-09 02:29:01,26.9581,56.2719,85.89,82,0,3.22
547,Laibin,CN,2021-10-09 02:29:02,23.7,109.2667,69.8,85,100,18.19
